serverNum:100, concurrent:2 , rate:5
10	0.11964285714285715
20	0.11964285714285715
40	0.11964285714285715
80	0.33571428571428574
160	0.5946428571428571
260	1.0714285714285714
360	1.5482142857142858
460	1.7857142857142858
560	2.7375000000000003
660	2.857142857142857
760	3.4517857142857147
860	3.4517857142857147
960	4.166071428571429
serverNum:100, concurrent:2 , rate:5
10	0
20	0.11964285714285715
40	0.35714285714285715
80	0.5946428571428571
160	1.4285714285714286
260	2.2625
360	3.4517857142857147
460	4.241071428571429
560	5.2375
660	6.026785714285714
760	5.476785714285714
860	7.478571428571429
960	8.808928571428572
serverNum:100, concurrent:2 , rate:5
10	0.11071428571428572
20	0.11964285714285715
40	0.23750000000000002
80	0.5946428571428571
160	1.1910714285714286
260	1.905357142857143
360	2.7375000000000003
460	3.460714285714286
560	4.4053571428571425
660	5.2375
760	4.7625
860	6.785714285714286
960	8.214285714285714
serverNum:100, concurrent:2 , rate:5
10	0
20	0
40	0
80	0.11964285714285715
160	0.23750000000000002
260	0.47678571428571426
360	0.7142857142857143
460	1.0714285714285714
560	1.0714285714285714
660	1.0714285714285714
760	1.5482142857142858
860	1.1910714285714286
960	2.023214285714286
